make,transmission_type,seats_cop,seats_family,seats_large,fuel_cng,fuel_diesel,fuel_electric,fuel_lpg,fuel_patrol,seller_dealer,seller_self,year,km_driven,engine,max_power,model,selling_price
suzuki,0,0,1,0,0,0,0,1,0,0,1,2017,30176,3055,230,alto,250614.15820561314
honda,0,0,0,1,0,0,0,1,0,0,1,2018,113950,3604,228,jazz,207906.57007823195
maruti,0,0,1,0,0,1,0,0,0,1,1,2002,68004,3903,274,s-cross,229264.29859305415
ford,0,1,0,0,0,0,0,0,1,0,0,2013,162478,3405,434,aspire,336288.88689470926
hyundai,1,0,0,1,0,0,0,0,1,0,0,2012,23457,4290,159,creta,224954.51082975132
honda,1,0,1,0,0,1,0,0,0,0,0,2006,34344,4951,448,amaze,363115.5455090492
suzuki,0,0,0,1,0,0,0,1,0,0,0,2003,199442,2768,65,vitara brezza,126261.08547944711
honda,0,0,0,1,1,0,0,0,0,1,0,2013,104649,3400,299,civic,212460.63450332746
ford,0,0,0,1,0,0,0,0,1,1,0,2011,20395,4228,250,freestyle,252828.8163576377
ford,1,0,1,0,0,0,0,0,1,0,0,2015,10880,2866,339,endeavour,267714.7713426536
suzuki,0,0,0,1,0,0,1,0,0,0,0,2014,106428,2104,221,vitara brezza,226831.76205764155
honda,0,0,0,0,1,0,0,0,0,0,0,2007,128081,3556,107,city,187522.3235825886
toyota,1,0,0,1,0,0,0,0,0,0,1,2010,112201,3520,185,fortuner,96092.65846810798
hyundai,0,1,0,0,0,0,0,0,1,0,1,2019,51416,4148,255,i10,299168.4796427754
ford,1,0,0,1,0,0,0,0,0,0,1,2006,22163,1916,65,ecosport,172184.81351703472
maruti,1,0,0,1,0,0,0,0,1,1,1,2005,60521,2068,247,ertiga,153853.27570837748
toyota,1,0,0,1,0,0,0,0,1,1,1,2021,170614,1278,342,yaris,253606.7702891869
ford,0,0,1,0,0,0,0,0,1,0,0,2017,47302,3532,438,aspire,269841.22947564884
hyundai,1,0,1,0,0,0,0,0,1,1,1,2007,143553,4607,185,i10,194399.46862769933
hyundai,0,0,0,1,0,0,0,0,1,0,1,2000,25498,4566,281,i10,230023.0031766332
suzuki,1,0,1,0,0,0,1,0,0,0,1,2019,104535,4690,181,ciaz,187088.36668955936
ford,1,0,1,0,0,0,1,0,0,1,1,2015,184430,4310,228,freestyle,243719.12831054666
toyota,1,0,1,0,0,0,0,0,1,0,1,2013,106049,1536,473,innova,364937.7820062186
suzuki,0,0,0,1,0,0,0,0,1,1,1,2016,167932,1020,471,alto,427813.53235556686
ford,0,0,0,1,0,0,0,1,0,1,1,2018,188994,2422,298,endeavour,287598.5280927988
ford,1,1,0,0,0,0,0,0,0,0,0,2019,80759,1369,328,aspire,233266.55724239186
hyundai,0,0,0,0,0,0,0,0,1,1,0,2012,144265,1588,495,creta,364184.07408378925
toyota,0,0,1,0,0,0,0,1,0,0,0,2000,53653,2451,234,corolla,264777.97198459797
honda,0,0,0,1,0,0,0,0,1,1,1,2014,174975,4801,315,city,306345.41921403416
hyundai,0,0,0,1,0,0,1,0,0,1,0,2021,174346,2719,315,verna,245232.77631987483
toyota,1,0,1,0,0,0,0,1,0,0,0,2018,75087,4094,315,camry,293145.4300626248
maruti,1,0,0,1,0,0,0,0,1,1,1,2019,93585,4978,296,baleno,392729.1613710307
honda,1,0,1,0,0,0,0,1,0,0,0,2015,85908,1721,149,wr-v,219091.25623676728
honda,1,0,0,1,0,0,0,0,1,0,0,2003,25070,3816,117,jazz,293630.07020963595
ford,0,0,0,1,1,0,0,0,0,1,1,2013,26635,2858,369,ecosport,217730.15553729422
hyundai,1,0,0,1,0,0,0,0,0,0,1,2007,64949,1338,310,venue,266004.5445371856
ford,0,0,0,1,0,1,0,0,0,0,0,2006,111492,3602,397,figo,361500.4517264599
ford,1,1,0,0,0,0,0,0,1,1,0,2019,32580,3503,217,endeavour,237091.70419324352
hyundai,1,0,0,1,0,0,0,1,0,1,0,2002,8453,4622,175,verna,203175.24080061723
honda,1,0,0,1,0,0,1,0,0,0,0,2012,188151,3997,173,city,81063.4669219061
hyundai,1,0,1,0,0,0,0,1,0,1,1,2009,118328,4049,358,creta,366499.51117124746
suzuki,0,0,1,0,0,0,1,0,0,0,0,2000,106838,1485,83,ciaz,90951.03677999646
ford,0,0,0,0,0,0,0,0,1,0,0,2013,19863,1309,236,freestyle,305832.3513152114
toyota,0,0,0,1,0,0,0,1,0,0,1,2017,89087,2374,112,camry,53459.0380140506
maruti,0,0,0,1,0,0,1,0,0,1,1,2010,63890,4057,406,ciaz,295252.3423418041
toyota,0,0,1,0,0,0,1,0,0,0,0,2021,140039,4123,416,fortuner,341757.49962406565
ford,1,0,0,1,0,0,0,0,1,1,0,2013,125851,1270,172,aspire,280387.6672140872
toyota,0,0,0,1,1,0,0,0,0,1,0,2013,163018,1580,202,camry,236837.8118806321
honda,1,0,1,0,0,0,1,0,0,0,0,2016,19031,2952,141,amaze,173594.30205320945
toyota,0,0,1,0,0,0,0,1,0,0,1,2005,141572,1097,216,fortuner,151769.54817136575
honda,0,0,1,0,0,0,0,1,0,0,1,2017,125530,3479,268,jazz,313836.7896539375
hyundai,1,0,0,0,0,0,0,1,0,1,0,2008,120964,4199,218,creta,310582.83651574433
ford,0,0,0,1,0,0,0,0,1,1,0,2017,106529,2851,261,freestyle,273874.20414598193
hyundai,1,0,0,1,0,0,0,0,1,0,0,2014,3273,1637,373,i10,267020.888030919
suzuki,1,1,0,0,0,0,0,0,1,0,0,2003,31928,2046,333,ciaz,248748.32478365197
maruti,0,0,1,0,0,0,0,0,1,1,0,2006,164638,2961,352,ignis,254076.596144328
suzuki,0,1,0,0,0,0,1,0,0,1,1,2010,154587,1456,330,wagonr,305131.63890408835
hyundai,0,0,0,1,0,0,0,1,0,1,1,2007,60124,3084,213,i20,190056.7628374655
hyundai,0,0,1,0,0,0,0,0,1,1,0,2013,132723,4311,463,venue,292912.41542329907
honda,1,0,0,0,0,0,1,0,0,1,1,2010,136304,4302,332,civic,288242.71689349285
toyota,1,0,0,0,0,0,0,0,1,0,0,2018,122623,1468,480,corolla,445019.35391669406
maruti,1,0,0,1,0,0,0,0,1,0,1,2009,161705,3991,420,ciaz,238482.22738179314
honda,0,0,0,1,0,0,0,1,0,0,1,2015,1204,1775,62,jazz,139203.09072470007
ford,1,0,0,1,0,0,0,0,0,1,1,2010,157587,4061,161,figo,226597.5173556423
toyota,0,0,0,1,0,0,0,1,0,1,1,2013,46650,4640,309,camry,213232.7890140707
ford,1,1,0,0,0,0,0,1,0,0,0,2014,39245,3577,495,figo,321363.5873539878
maruti,0,0,1,0,0,0,0,1,0,0,0,2006,25840,4022,142,baleno,255188.8829786611
maruti,1,0,1,0,0,0,0,1,0,1,1,2006,129228,3319,313,ignis,307762.33791361115
honda,0,0,0,1,0,0,0,0,1,0,1,2018,111594,1818,332,amaze,273333.4393945002
hyundai,1,0,0,1,0,1,0,0,0,1,0,2007,88837,1313,153,verna,260722.3673252673
toyota,1,0,1,0,0,0,0,0,1,0,1,2007,8933,1635,332,innova,269246.33391104056
maruti,1,0,1,0,0,0,0,0,1,0,0,2000,68212,1070,120,ertiga,248900.71356677398
maruti,0,0,0,1,0,0,0,0,1,0,1,2006,146752,1789,254,ignis,313221.18780610076
toyota,1,0,1,0,0,0,0,0,1,0,0,2015,33483,4566,300,fortuner,198831.62152259884
suzuki,1,0,0,1,0,0,0,0,1,1,1,2015,56254,3771,190,vitara brezza,220966.34512178798
toyota,1,0,0,1,0,0,0,0,0,1,0,2021,38597,4256,479,camry,274456.14733923576
suzuki,1,0,0,1,0,0,0,1,0,1,1,2015,152268,2398,149,swift,233431.1273992746
suzuki,1,0,0,1,1,0,0,0,0,0,1,2020,141770,2517,101,vitara brezza,214880.05589502255
ford,0,0,0,1,0,0,0,1,0,1,0,2004,2901,3847,495,endeavour,316163.51908017026
maruti,1,0,1,0,0,0,0,1,0,1,0,2002,177761,3677,386,baleno,268082.8243003901
hyundai,1,0,0,0,0,0,0,0,1,0,0,2010,156424,4269,384,venue,290660.7598079995
suzuki,1,0,1,0,0,1,0,0,0,0,1,2011,11334,4598,195,swift,204937.1947713677
maruti,0,0,0,0,0,0,0,0,1,0,1,2014,118055,3144,443,baleno,351332.1765708882
toyota,0,0,0,1,0,0,0,1,0,0,0,2010,193023,4159,293,yaris,265145.4589045278
hyundai,0,0,1,0,0,0,0,0,1,1,1,2012,145713,2153,445,creta,327325.4451416037
honda,1,0,1,0,0,0,0,1,0,1,0,2013,138528,3096,181,civic,255848.4583322917
suzuki,0,0,0,1,0,0,0,0,1,0,1,2018,83665,3205,308,vitara brezza,241589.9200300641
hyundai,0,1,0,0,1,0,0,0,0,0,1,2021,112756,3438,170,venue,291782.32853556087
honda,1,0,0,0,0,0,0,0,1,0,0,2013,152251,4658,113,city,195592.32749436927
suzuki,1,0,0,1,0,0,0,0,0,0,1,2008,9617,4717,244,ciaz,163681.91753203332
honda,0,0,0,0,0,0,1,0,0,0,0,2019,10917,4043,380,amaze,241426.55402698906
honda,1,0,0,0,0,0,0,0,1,1,1,2009,52881,1180,295,civic,264501.67598471674
suzuki,1,0,1,0,0,0,0,0,1,0,0,2019,32487,2469,259,wagonr,258713.77971254624
ford,1,0,0,1,0,0,0,1,0,0,0,2009,10039,1807,178,endeavour,200513.56201526028
ford,0,0,1,0,0,0,0,0,1,0,1,2009,171987,3115,219,freestyle,225034.99220660003
toyota,1,0,0,1,0,0,0,0,1,1,0,2013,72362,3179,357,innova,396929.45287888043
maruti,0,1,0,0,0,1,0,0,0,0,0,2011,158634,2181,266,ciaz,219272.28950836865
maruti,1,0,1,0,0,0,0,0,1,0,0,2011,134855,4057,363,baleno,387991.79650532204
hyundai,0,0,0,0,0,0,0,0,1,0,1,2009,199984,3243,244,i20,382177.8717169681
maruti,0,0,0,0,0,0,0,1,0,1,1,2000,146976,4226,169,ertiga,290593.1822880085
ford,0,1,0,0,0,0,0,0,1,0,0,2004,11592,1897,140,endeavour,158465.12591946774
suzuki,0,0,1,0,0,1,0,0,0,1,1,2014,160179,3533,181,alto,147255.54223941686
hyundai,0,0,0,0,0,0,0,1,0,0,1,2000,55134,4355,206,i10,243328.3646126834
maruti,0,0,1,0,0,0,0,1,0,0,1,2007,188341,4733,196,ignis,168515.95907892752
hyundai,1,0,0,1,0,0,0,0,1,1,0,2009,80935,1840,343,venue,284758.899759244
hyundai,0,1,0,0,0,0,0,0,0,1,0,2008,26694,1164,81,venue,272049.5807815903
hyundai,1,0,1,0,0,0,0,0,1,1,0,2016,105393,2981,161,i20,229615.49927929277
ford,0,1,0,0,0,0,0,0,1,0,1,2020,92726,3243,351,freestyle,333231.1185288944
maruti,1,0,1,0,0,0,0,0,1,1,0,2013,138469,1525,324,baleno,261507.00526146093
suzuki,0,0,0,1,0,0,0,0,1,1,0,2011,46472,1160,410,ciaz,499004.9299510809
ford,0,0,0,1,0,0,0,0,1,0,1,2020,97164,1615,294,figo,267320.31642833905
honda,1,1,0,0,0,0,0,0,1,1,1,2000,100616,1039,349,wr-v,358544.69138331024
suzuki,0,1,0,0,0,0,1,0,0,1,1,2014,111487,2805,464,swift,430868.4538108796
maruti,0,0,0,1,0,0,0,0,1,1,1,2004,165794,2530,433,ciaz,426023.5674776875
suzuki,0,0,0,1,0,1,0,0,0,0,1,2012,112467,1267,62,alto,219145.09854918966
honda,0,0,0,1,0,0,0,0,1,1,1,2008,171921,4638,94,city,249478.14294425526
honda,1,0,0,1,0,0,0,0,1,1,1,2015,121697,2498,279,city,207555.85414269104
toyota,0,1,0,0,0,0,0,0,1,0,0,2002,107721,2962,358,innova,322769.89051104116
toyota,1,0,1,0,0,0,0,0,0,0,0,2021,186458,4192,428,corolla,308584.545813191
maruti,0,0,0,1,0,0,0,0,1,0,0,2000,19272,1793,318,baleno,254319.09966980224
maruti,1,1,0,0,0,0,0,1,0,1,0,2014,4059,2286,266,s-cross,303060.4899711268
ford,0,0,0,1,0,0,0,0,1,1,1,2005,109261,3545,134,figo,160482.120612806
hyundai,0,0,1,0,0,0,0,0,1,0,0,2007,34154,4621,67,creta,93009.74857436524
hyundai,1,0,0,1,0,0,0,0,1,0,0,2015,129137,1670,297,creta,175854.5322974915
hyundai,1,0,0,1,0,0,1,0,0,1,0,2012,134019,3082,216,verna,207260.7339827138
toyota,1,0,0,1,0,0,0,1,0,0,0,2006,43872,4828,342,yaris,268669.670401145
ford,0,0,1,0,0,0,0,0,0,0,1,2005,142458,3537,302,aspire,200011.23035360326
honda,0,0,0,1,0,0,1,0,0,0,0,2017,85968,3174,107,city,189788.69281480013
hyundai,0,0,0,1,0,0,0,0,1,0,1,2011,143696,1863,232,venue,265044.66353436076
ford,1,0,1,0,0,0,0,0,1,1,0,2017,113408,1928,89,aspire,199619.38419871978
honda,1,0,0,0,0,0,0,1,0,0,0,2013,79793,4523,83,civic,90681.16293343103
suzuki,1,0,0,1,0,1,0,0,0,0,0,2012,124977,1361,117,vitara brezza,220112.0304699042
honda,1,0,1,0,0,1,0,0,0,1,1,2002,181538,2037,273,amaze,247021.4468779831
hyundai,1,0,0,0,0,0,0,1,0,0,0,2011,172609,4797,332,i10,325069.4382962435
hyundai,0,0,1,0,0,0,0,0,1,0,0,2014,1157,1635,221,venue,281615.34516958054
maruti,1,0,0,1,0,0,0,0,1,1,0,2013,191209,3750,392,baleno,341699.9789453711
toyota,1,0,0,0,0,0,0,1,0,0,0,2014,4894,4614,418,fortuner,392447.09190670797
honda,0,0,0,1,0,0,0,0,1,0,0,2001,32110,3064,499,wr-v,376808.3400683954
maruti,1,0,0,0,0,0,0,0,1,0,1,2011,71762,1070,479,s-cross,175381.5188677874
hyundai,1,0,1,0,0,0,0,1,0,1,1,2000,76318,3513,352,i10,440767.427176383
toyota,0,0,0,1,0,0,0,0,1,0,0,2007,22400,3632,54,camry,180962.76936852362
maruti,1,0,0,1,0,0,0,0,1,0,0,2021,100951,1864,445,ertiga,450993.2597247269
ford,0,0,0,1,0,0,1,0,0,0,1,2020,186580,2119,53,ecosport,115337.11537439382
ford,1,1,0,0,0,0,1,0,0,1,0,2005,1221,2242,194,freestyle,204676.75388145572
suzuki,0,0,1,0,0,1,0,0,0,0,0,2002,196425,1416,312,ciaz,299278.08691800974
toyota,1,1,0,0,0,0,1,0,0,1,0,2009,105441,3294,327,camry,271625.10026122106
hyundai,1,0,0,1,0,0,0,0,1,1,0,2016,143492,1154,380,verna,266534.56263068045
suzuki,0,0,0,1,0,0,0,1,0,1,0,2016,10199,2532,495,alto,409044.91180736606
maruti,0,0,0,0,0,0,0,1,0,1,1,2006,193909,1107,290,s-cross,200885.33510595068
honda,0,0,1,0,0,0,0,0,1,1,0,2005,64142,4675,143,city,281313.0860821462
ford,1,0,1,0,0,0,0,0,1,0,1,2015,104822,2195,389,freestyle,368525.01675315265
maruti,1,0,0,1,0,1,0,0,0,0,0,2004,30216,3489,64,ignis,273908.76408446644
maruti,0,0,0,0,0,0,0,0,1,0,0,2008,137273,4646,185,baleno,179945.00563063545
ford,0,1,0,0,1,0,0,0,0,0,1,2004,127472,4882,223,endeavour,333211.3196884596
suzuki,1,0,0,1,0,0,0,0,1,0,0,2003,154405,4227,56,ciaz,77121.2464162749
maruti,1,0,0,1,0,0,0,0,1,1,1,2007,141589,4499,63,ignis,74992.69689105748
suzuki,0,0,1,0,0,0,0,0,1,0,1,2014,103406,3042,310,ciaz,359184.8910162655
toyota,0,0,0,1,0,0,0,0,1,1,0,2018,95737,2082,294,corolla,269066.5973517484
ford,0,0,0,1,0,0,0,0,1,1,1,2007,87731,3957,464,figo,302180.46440106095
hyundai,0,0,0,1,0,0,0,0,1,1,1,2018,148663,2764,450,i10,364637.7692791524
maruti,1,1,0,0,0,0,0,0,1,1,0,2001,77650,4731,89,ignis,254644.56271666236
ford,0,0,0,1,0,0,0,0,1,0,1,2010,118685,1694,357,ecosport,296337.9147772314
ford,1,0,0,0,0,0,0,0,1,1,1,2005,43764,3347,268,freestyle,338112.70356849406
maruti,0,0,0,0,0,0,0,0,1,1,0,2003,10882,4507,212,ciaz,283273.7610846994
toyota,1,0,0,0,0,0,0,0,1,0,0,2008,124732,4644,265,corolla,211934.19442517296
honda,1,0,0,1,0,0,0,1,0,1,1,2014,57456,3542,157,wr-v,131330.20347215215
ford,1,0,0,0,0,0,1,0,0,0,0,2007,43300,3310,143,endeavour,146739.19689142547
toyota,1,0,0,1,0,0,0,0,1,1,1,2011,65913,1854,207,innova,291918.81075955793
maruti,0,0,0,0,0,0,0,1,0,0,0,2014,13880,2517,365,ignis,310458.83820742957
suzuki,0,1,0,0,0,0,0,0,1,0,0,2012,82121,3661,339,swift,297384.0662040689
honda,1,0,0,1,0,0,0,0,1,0,1,2013,125000,1698,314,wr-v,229406.04103096836
ford,0,0,0,0,0,0,0,1,0,1,1,2012,42618,4197,268,freestyle,244600.11298711924
honda,1,1,0,0,0,0,0,1,0,1,1,2015,150134,2017,341,amaze,334570.78536158474
honda,0,0,1,0,0,0,0,0,1,0,0,2017,126292,3375,432,city,390232.335015956
honda,1,0,0,1,0,0,0,1,0,1,0,2009,136382,3078,171,amaze,174629.84905502293
honda,1,0,1,0,0,0,0,0,1,0,1,2014,139040,2441,217,jazz,292468.03851769096
ford,0,0,0,0,0,0,1,0,0,0,0,2019,55373,3639,338,freestyle,170056.36043505406
maruti,0,0,1,0,0,0,1,0,0,0,1,2001,90006,1681,391,ciaz,268427.4119375648
hyundai,0,0,0,1,0,0,0,1,0,1,0,2003,67378,4951,468,verna,321157.9794057872
toyota,1,0,0,1,0,0,0,1,0,0,1,2011,15881,3756,218,yaris,236579.67238975994
suzuki,1,0,0,1,0,0,0,1,0,0,0,2015,83775,4934,453,vitara brezza,306977.8075278698
hyundai,1,0,0,1,0,0,0,0,1,1,0,2002,48137,3177,203,venue,209304.47206035117
hyundai,0,0,1,0,0,0,0,1,0,1,0,2004,41864,1767,491,i20,315090.7374166943
suzuki,1,0,0,1,0,0,1,0,0,0,0,2006,185815,3532,200,wagonr,280333.8238999721
hyundai,0,0,0,1,0,0,0,0,1,0,1,2004,65827,1933,331,venue,225217.88093799324
hyundai,1,0,0,1,0,0,0,0,1,1,1,2020,152452,3141,408,verna,232522.68674477434
ford,0,0,0,1,0,0,1,0,0,1,1,2011,185551,1551,114,freestyle,194175.62257354363
suzuki,0,0,0,1,0,0,0,0,1,1,1,2001,184706,3778,338,ciaz,309332.42046045896
maruti,0,1,0,0,0,0,0,0,1,1,0,2011,45675,2636,423,ignis,363183.19282522734
maruti,1,0,0,1,0,0,0,0,1,1,0,2017,20136,3596,431,ciaz,368857.92705663544
maruti,1,1,0,0,0,0,0,0,1,1,0,2012,1217,3309,119,s-cross,181174.462940851
maruti,1,0,0,1,0,0,0,1,0,0,0,2014,128498,2136,338,s-cross,352661.48801489605
maruti,0,0,0,0,0,0,0,0,1,0,1,2006,77102,3499,430,ciaz,390669.0953230485
hyundai,1,0,0,1,0,0,0,0,1,1,0,2005,196373,2067,267,verna,246187.3103020475
toyota,0,0,0,1,0,0,0,1,0,0,1,2015,117810,2087,125,yaris,227619.13046075695
ford,0,0,0,0,0,0,0,0,1,0,1,2004,186879,4658,491,figo,430795.1042433583
maruti,0,1,0,0,1,0,0,0,0,0,1,2002,194195,4404,394,ignis,310404.1883983699
hyundai,0,0,1,0,0,0,0,0,1,1,0,2020,120489,1215,481,creta,318001.30702395586
toyota,1,0,0,1,0,0,0,0,1,0,1,2011,83367,3735,368,camry,353382.0838295501
ford,0,0,0,1,0,0,1,0,0,1,1,2021,187915,2539,230,ecosport,295551.8209018727
ford,0,0,0,1,0,0,0,1,0,1,0,2015,178851,3200,59,freestyle,172135.41195994793
maruti,0,0,0,1,0,0,0,1,0,0,1,2001,191868,3829,165,baleno,210099.86113771924
toyota,0,1,0,0,0,0,0,0,1,1,0,2017,25901,1622,192,corolla,233962.9205006584
hyundai,1,0,0,0,0,0,0,0,1,1,1,2020,174657,3394,398,verna,204075.81490835233
honda,0,0,0,1,0,0,0,0,1,0,1,2007,15393,3886,65,amaze,205575.18116483896
hyundai,0,0,1,0,0,0,0,0,1,1,1,2018,130354,4198,153,creta,238049.2045464209
ford,0,0,1,0,0,0,0,0,1,1,0,2004,128083,3058,399,freestyle,268961.85861326393
maruti,0,0,0,1,0,0,0,0,1,1,1,2016,39443,1219,62,baleno,230319.26478209847
hyundai,1,0,1,0,0,0,0,0,1,0,1,2010,21326,4107,264,venue,290199.6795803425
suzuki,1,0,0,1,0,0,0,1,0,0,0,2016,151605,4302,112,ciaz,179142.86036633002
suzuki,1,0,0,1,0,0,0,1,0,1,0,2016,31696,2596,79,wagonr,90336.96449142261
hyundai,0,0,0,0,0,1,0,0,0,0,1,2014,167745,4271,312,venue,268056.5118677595
hyundai,1,0,0,1,0,0,0,0,1,0,1,2021,39186,2053,387,venue,296712.06864360394
ford,0,0,1,0,0,0,0,0,1,0,0,2021,136145,2885,114,figo,214391.49862673003
ford,0,0,0,1,0,0,0,0,1,1,1,2021,131025,3477,490,aspire,399284.25594200357
ford,0,0,0,1,0,0,0,0,1,0,1,2015,87469,1122,86,freestyle,132765.617470235
maruti,0,1,0,0,0,0,0,0,1,1,1,2005,95157,2740,165,ciaz,187362.59931568181
suzuki,1,0,0,0,0,0,0,0,1,0,1,2004,171433,3489,445,wagonr,317797.74561867205
hyundai,1,0,0,1,1,0,0,0,0,0,0,2007,194880,3326,350,i10,328851.42467391177
toyota,0,0,1,0,0,0,0,0,1,0,0,2014,62960,3222,104,innova,146997.34987939446
hyundai,0,0,1,0,0,0,0,0,1,1,1,2016,128264,4728,74,i10,187032.2996403353
toyota,0,0,0,1,0,0,0,0,1,1,0,2000,196304,3985,203,yaris,219960.83636887584
honda,0,0,0,0,0,1,0,0,0,1,1,2005,115417,2849,67,wr-v,268367.3730795901
toyota,1,0,1,0,0,0,0,0,1,0,0,2014,27600,1887,96,yaris,146047.05867810696
hyundai,1,0,0,0,0,0,0,1,0,0,1,2020,72120,3901,127,venue,182109.17656879275
hyundai,1,0,0,1,0,0,0,0,1,0,0,2002,161189,2422,287,i20,411985.14678679314
honda,0,0,1,0,0,0,0,0,1,1,0,2020,97844,4451,355,civic,308565.4759545461
ford,0,0,0,1,0,0,0,1,0,1,0,2010,170742,1970,253,aspire,268435.9034103701
ford,0,1,0,0,0,1,0,0,0,0,0,2004,11395,2315,426,freestyle,389960.4255988837
maruti,1,0,0,1,0,0,1,0,0,0,0,2009,60689,1584,140,s-cross,249876.81552590782
hyundai,1,0,0,1,0,0,0,0,1,1,1,2016,127317,3180,382,i20,361708.05601940217
suzuki,0,0,1,0,0,0,0,1,0,1,0,2018,130257,2415,332,swift,236745.35199699912
hyundai,0,0,0,1,0,0,0,0,0,1,1,2006,144777,4809,82,creta,167814.59580363124
honda,0,0,0,1,0,0,0,1,0,0,0,2005,104884,3687,280,city,285623.7213252102
maruti,0,0,0,1,0,0,0,1,0,1,0,2012,154488,4453,380,baleno,271252.09559019975
maruti,1,0,0,1,0,0,0,0,1,1,0,2012,33015,1457,284,s-cross,247912.4870315469
suzuki,0,0,0,1,0,0,0,1,0,1,1,2002,71894,2270,144,vitara brezza,108848.6436866627
hyundai,0,0,0,1,0,0,0,0,1,0,0,2002,122949,3757,224,venue,204909.03279584687
hyundai,1,0,1,0,0,0,1,0,0,1,0,2014,103008,4691,123,creta,186881.39677680458
toyota,0,0,0,1,0,0,0,1,0,0,0,2005,6034,1434,206,corolla,148599.1067077109
suzuki,0,0,0,1,0,0,1,0,0,0,0,2016,93116,2962,352,alto,395920.26499212347
toyota,1,0,1,0,0,0,0,1,0,0,1,2009,56361,4565,363,corolla,337444.5304475449
maruti,0,0,1,0,0,0,0,1,0,0,0,2020,75693,4032,111,ignis,90461.05251780605
suzuki,1,0,0,1,0,0,0,0,1,1,0,2014,169819,2279,400,ciaz,349399.1066282153
toyota,0,1,0,0,0,0,0,1,0,1,0,2012,191950,3877,420,yaris,280762.42905771884
ford,1,0,0,1,0,0,0,0,1,0,1,2008,105341,3005,262,freestyle,340188.20124890335
honda,1,0,1,0,0,1,0,0,0,1,1,2013,172990,3449,278,civic,239499.1360567025
ford,0,0,0,1,0,0,1,0,0,0,0,2007,92208,3852,466,ecosport,287460.8350313759
ford,0,0,0,1,0,0,0,0,1,0,1,2009,128564,1327,218,aspire,189083.2614530637
hyundai,1,0,0,1,0,0,0,1,0,1,0,2020,78317,2432,476,venue,351440.1502045939
suzuki,0,0,1,0,0,0,0,1,0,0,1,2014,78361,3812,393,ciaz,373280.8064154175
ford,1,0,0,1,0,0,0,0,1,1,0,2013,194711,3872,307,figo,229842.58676168454
hyundai,0,0,0,1,0,0,0,0,1,1,1,2011,55716,2434,194,verna,212125.94282593235
hyundai,1,0,0,1,0,1,0,0,0,0,0,2014,55672,2050,310,creta,225243.80202618285
suzuki,1,0,1,0,0,0,0,0,1,1,0,2000,95047,3867,364,swift,346466.238580394
toyota,0,0,0,0,0,0,0,0,1,1,0,2010,91709,4351,285,corolla,288651.74351587443
suzuki,1,0,0,1,0,0,0,0,1,0,0,2013,56329,3938,179,alto,372194.3574759836
suzuki,1,0,0,1,1,0,0,0,0,0,1,2021,165672,1031,380,vitara brezza,278835.12753383286
honda,0,0,1,0,0,0,0,0,1,0,1,2011,71095,3978,442,jazz,413058.16485185124
suzuki,1,0,0,1,0,0,0,0,1,0,1,2007,65899,4804,316,ciaz,329669.6412223276
honda,0,0,1,0,0,0,1,0,0,1,1,2013,93458,2422,388,civic,230879.71731540942
suzuki,1,0,0,0,0,0,0,1,0,0,1,2001,168395,2059,61,alto,100126.09857324653
maruti,1,0,0,1,0,0,0,0,1,0,0,2004,156267,3879,298,ignis,387803.1113122471
hyundai,1,0,0,1,0,0,0,0,1,1,0,2003,71209,4290,108,venue,151703.1492306804
suzuki,1,0,0,1,0,0,0,1,0,1,1,2021,106325,2666,392,swift,289643.44238200714
ford,0,0,0,1,0,0,0,0,1,1,1,2016,5495,3525,209,freestyle,260205.17945764068
honda,0,1,0,0,0,0,0,1,0,1,1,2010,153521,4644,135,city,176282.2949837438
honda,1,1,0,0,0,0,0,0,1,0,0,2008,93226,2967,329,jazz,302203.8322909365
ford,1,0,1,0,0,0,0,0,1,1,0,2010,16142,4987,454,freestyle,337640.54924166127
suzuki,1,0,0,1,0,0,0,0,1,1,0,2000,18774,1990,280,vitara brezza,192974.20829571708
toyota,1,0,0,0,0,1,0,0,0,1,1,2020,11844,1336,466,innova,413893.99360575725
toyota,0,0,0,1,0,0,0,0,1,0,0,2018,159101,2440,150,yaris,191086.34064488794
suzuki,0,0,0,0,0,0,0,1,0,0,0,2006,57117,4617,459,alto,404090.5420881887
hyundai,1,1,0,0,0,0,0,0,1,0,0,2008,118242,2889,70,i20,60318.73451269575
honda,1,0,1,0,0,1,0,0,0,1,1,2008,171731,3377,203,civic,273187.36662365554
hyundai,1,0,0,1,0,0,0,1,0,1,1,2008,54463,3261,75,i20,196001.1195560074
suzuki,0,0,0,1,0,0,0,0,1,0,0,2018,19287,2884,105,ciaz,271126.97960601747
maruti,1,1,0,0,0,0,0,0,1,0,1,2011,194484,4994,484,ertiga,423703.90523868933
ford,1,0,1,0,0,0,1,0,0,0,1,2018,112874,2132,498,figo,429975.89382329903
maruti,1,0,1,0,0,0,0,0,1,1,1,2000,84765,2319,482,ertiga,407059.8961623779
suzuki,0,0,0,1,0,0,0,0,1,1,1,2009,41384,1157,239,vitara brezza,257407.33136871512
suzuki,0,0,1,0,0,0,0,0,1,1,0,2019,151523,4258,219,swift,255924.91143240558
maruti,0,0,0,1,0,0,0,0,1,1,1,2008,183387,2672,398,ertiga,363197.8630130029
